date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.96,12.4247
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,29.46,13.5738
2014-08-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.67,1.229
2014-08-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.5,17.7435
2014-08-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.48,14.5065
2014-08-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.71,18.3
2014-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.99,1.8402
2014-08-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,16.89,7.7813
2014-08-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.95,1.8221
2014-08-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.13,2.8239
2014-08-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.84,4.5328
2014-08-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.87,2.7034
2014-08-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.25,6.1081
2014-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.53,2.0861
2014-08-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.84,1.3085
2014-08-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.07,2.3365
2014-08-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.06,0.4908
2014-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.68,0.7755
2014-09-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.26,1.4762
2014-09-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.66,1.2043
2014-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.74,1.2411
2014-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.6,2.988
2014-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.62,1.1867
2014-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.39,0.176
2014-09-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,14.59,6.6015
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,7.32,3.3133
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,30.37,13.7403
2014-09-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.71,1.2285
2014-09-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,38.79,17.5512
2014-09-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.07,14.0577
2014-09-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,39.7,17.9632
2014-09-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.48,0.671
2014-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,4.01,1.8165
2014-09-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.13,7.752
2014-09-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,3.97,1.7979
2014-09-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.37,6.0505
2014-09-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.11,2.7643
2014-09-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.41,4.2597
2014-09-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.9,2.6709
2014-09-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.39,6.0609
2014-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,4.71,2.1293
2014-09-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.55,1.1525
2014-09-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.1,2.309
2014-09-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.51,0.6819
2014-09-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.06,0.4814
2014-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,1.75,0.7911
2014-10-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.81,1.2361
2014-10-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.5,1.1031
2014-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.5,2.8617
2014-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.63,1.1568
2014-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.33,0.1436
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.77,2.9819
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.38,10.7383
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.29,12.0207
2014-10-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.78,1.2238
2014-10-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.62,16.5749
2014-10-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.63,13.9357
2014-10-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.69,12.1987
2014-10-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.4,0.6185
2014-10-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.57,7.7419
2014-10-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.04,1.778
2014-10-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.05,5.7489
2014-10-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.67,3.8194
2014-10-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.64,2.4868
2014-10-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,11.96,5.2665
2014-10-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.01,2.2053
2014-10-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.04,0.4586
2014-10-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,1.5,0.6617
2014-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.46,3.7269
2014-10-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.12,0.4921
2014-11-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.91,1.3152
2014-11-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.6,1.1721
2014-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.64,2.9987
2014-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.65,1.1951
2014-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.32,0.1422
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.64,2.9964
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.61,11.1075
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.29,12.3157
2014-11-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.79,1.2601
2014-11-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.13,16.7573
2014-11-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.64,14.2822
2014-11-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,29.12,13.1448
2014-11-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.42,0.6409
2014-11-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,17.95,8.1025
2014-11-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.07,1.8388
2014-11-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.28,3.7357
2014-11-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.67,2.5568
2014-11-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.25,5.5289
2014-11-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.85,2.1876
2014-11-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.03,0.4631
2014-11-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.95,1.3301
2014-11-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.06,0.9307
2014-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,8.85,3.9962
2014-11-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.16,0.5236
2014-11-15,,,National Average,,,vegetables and fruits,Oranges,KG,actual,Retail,TRY,1.58,0.7127
2014-12-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.85,1.2046
2014-12-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.63,1.1118
2014-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,TRY,2.84,1.197
2014-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.72,2.8371
2014-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.65,1.1203
2014-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.32,0.1346
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.51,2.7456
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,27.66,11.6717
2014-12-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.84,1.1996
2014-12-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.02,15.6186
2014-12-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.66,13.3582
2014-12-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.62,11.6523
2014-12-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.42,0.5979
2014-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.72,1.5709
2014-12-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.09,1.7262
2014-12-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,13.04,5.5
2014-12-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.26,2.6414
2014-12-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,8.05,3.3949
2014-12-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.64,2.3785
2014-12-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.21,5.1515
2014-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,TRY,5.0,2.1097
2014-12-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.6,1.9409
2014-12-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.09,0.4608
2014-12-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.21,0.9342
2014-12-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.34,0.9882
2014-12-15,,,National Average,,,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.18,0.4987
2014-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.07,0.873
2015-01-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.0,1.2987
2015-01-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.69,1.1641
2015-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.75,2.9242
2015-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.68,1.1619
2015-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.32,0.139
2015-01-15,,,National Average,,,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,13.48,5.8372
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.67,2.8883
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,24.18,10.4675
2015-01-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,28.24,12.2247
2015-01-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.84,1.2299
2015-01-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.34,16.1632
2015-01-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.95,13.8303
2015-01-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,27.37,11.8476
2015-01-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.44,0.6251
2015-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,TRY,3.75,1.6247
2015-01-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,18.32,7.9299
2015-01-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.11,1.7775
2015-01-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,16.57,7.1727
2015-01-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.45,2.7922
2015-01-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,7.67,3.3182
2015-01-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.57,2.4126
2015-01-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,12.7,5.4991
2015-01-15,,,National Average,,,vegetables and fruits,Apples (red),KG,actual,Retail,TRY,2.28,0.9887
2015-01-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.56,1.9723
2015-01-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.12,0.4844
2015-01-15,,,National Average,,,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.06,0.8926
2015-01-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,3.0,1.2996
2015-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,9.29,4.0229
2015-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.19,0.9489
2015-02-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.0,1.2143
2015-02-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.65,1.0757
2015-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.49,2.6296
2015-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.67,1.0822
2015-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.34,0.1378
2015-02-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.79,2.7507
2015-02-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,25.29,10.2468
2015-02-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,29.75,12.0522
2015-02-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.87,1.1636
2015-02-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.19,15.0675
2015-02-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.44,12.7402
2015-02-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,29.64,12.0092
2015-02-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.51,0.6122
2015-02-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,18.8,7.6172
2015-02-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.03,1.6324
2015-02-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,18.65,7.5568
2015-02-15,,,National Average,,,oil and fats,Oil (sunflower),L,actual,Retail,TRY,6.55,2.6539
2015-02-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,7.52,3.0481
2015-02-15,,,National Average,,,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,5.49,2.2244
2015-02-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,13.82,5.5999
2015-02-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,4.83,1.9586
2015-02-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.11,0.4489
2015-02-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,3.12,1.2637
2015-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,9.99,4.0481
2015-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.25,0.9112
2015-03-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.96,1.1556
2015-03-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.66,1.04
2015-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.52,2.5461
2015-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.65,1.0337
2015-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.35,0.1352
2015-03-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.86,2.6801
2015-03-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,25.91,10.1214
2015-03-15,,,National Average,,,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,30.68,11.9877
2015-03-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,2.84,1.1099
2015-03-15,,,National Average,,,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,37.2,14.5334
2015-03-15,,,National Average,,,miscellaneous food,Coffee,KG,actual,Retail,TRY,31.92,12.4694
2015-03-15,,,National Average,,,miscellaneous food,Coffee (instant),Unit,actual,Retail,TRY,29.79,11.6365
2015-03-15,,,National Average,,,miscellaneous food,Salt,KG,actual,Retail,TRY,1.5,0.5852
2015-03-15,,,National Average,,,miscellaneous food,Tea,KG,actual,Retail,TRY,19.17,7.4898
2015-03-15,,,National Average,,,miscellaneous food,Tea (green),Unit,actual,Retail,TRY,4.17,1.6295
2015-03-15,,,National Average,,,oil and fats,Oil (olive),L,actual,Retail,TRY,20.36,7.9527
2015-03-15,,,National Average,,,pulses and nuts,Beans (white),KG,actual,Retail,TRY,7.44,2.9075
2015-03-15,,,National Average,,,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,15.91,6.2158
2015-03-15,,,National Average,,,vegetables and fruits,Bananas,KG,actual,Retail,TRY,5.28,2.0612
2015-03-15,,,National Average,,,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.32,0.5149
2015-03-15,,,National Average,,,vegetables and fruits,Cucumbers (greenhouse),KG,actual,Retail,TRY,2.62,1.0252
2015-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,TRY,11.18,4.3682
2015-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.25,0.8794
2015-04-15,,,National Average,,,cereals and tubers,Bread (common),KG,actual,Retail,TRY,2.92,1.0815
2015-04-15,,,National Average,,,cereals and tubers,Bulgur,KG,actual,Retail,TRY,2.69,0.9963
2015-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,TRY,6.54,2.4222
2015-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.63,0.9741
2015-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.32,0.1185
2015-04-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,6.96,2.5778
2015-04-15,,,National Average,,,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,26.31,9.7444
